sequence,frame_range,file_path,final_event_type,confidence,window_count,total_weight,sequence_event_type,EMPTY_D_TH,V_OK,score_sum,sequence_event_feats,"weights(a,b,c)"
02,001600_001900,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\001600_001900\02_f1600_1900\final_event_scorevote.txt,Empty,0.551,28.0,840.0,Normal,0.03,6.0,"{'Empty': 463.33333362825215, 'Normal': 364.55416657961905, 'Congestion': 12.36249978770502}","{'density_mean': 0.4182754158973694, 'speed_mean': 10.264128684997559, 'occupancy_mean': 0.004540848545730114, 'ego_motion': 0.06507986783981323, 'static_dwell_norm': 0.8878455758094788, 'static_change_focus': 0.06507986783981323, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.30888032913208, 'speed_reliable_ratio': 0.9536679536679536, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,001700_002000,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\001700_002000\02_f1700_2000\final_event_scorevote.txt,Empty,0.868,28.0,840.0,Normal,0.03,6.0,"{'Empty': 730.0000032130629, 'Normal': 108.19999665953219, 'Congestion': 2.550000079208985}","{'density_mean': 0.3333333134651184, 'speed_mean': 12.473081588745117, 'occupancy_mean': 0.003404628951102495, 'ego_motion': 0.03946305066347122, 'static_dwell_norm': 0.8533018231391907, 'static_change_focus': 0.03946305066347122, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 0.9669421315193176, 'speed_reliable_ratio': 0.9421487603305785, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,001800_002100,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\001800_002100\02_f1800_2100\final_event_scorevote.txt,Empty,0.603,28.0,840.0,Normal,0.03,6.0,"{'Empty': 506.66666958481073, 'Normal': 326.5833298396319, 'Congestion': 7.25000053178519}","{'density_mean': 0.3747645616531372, 'speed_mean': 9.60110092163086, 'occupancy_mean': 0.003847814165055752, 'ego_motion': 0.06224285438656807, 'static_dwell_norm': 0.8515323996543884, 'static_change_focus': 0.06224285438656807, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.1129943132400513, 'speed_reliable_ratio': 0.9548022598870056, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,001900_002200,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\001900_002200\02_f1900_2200\final_event_scorevote.txt,Normal,0.689,28.0,840.0,Normal,0.03,6.0,"{'Empty': 246.66667070239782, 'Normal': 579.3583294656128, 'Congestion': 15.22499977145344}","{'density_mean': 0.4161553978919983, 'speed_mean': 11.353021621704102, 'occupancy_mean': 0.00424963841214776, 'ego_motion': 0.06627260148525238, 'static_dwell_norm': 0.840656042098999, 'static_change_focus': 0.06627260148525238, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.2331287860870361, 'speed_reliable_ratio': 0.9601226993865031, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,002000_002300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\002000_002300\02_f2000_2300\final_event_scorevote.txt,Normal,0.918,28.0,840.0,Normal,0.03,6.0,"{'Empty': 50.00001035630703, 'Normal': 772.6874902006239, 'Congestion': 19.262499287724495}","{'density_mean': 0.4608938694000244, 'speed_mean': 11.864151000976562, 'occupancy_mean': 0.005020509008318186, 'ego_motion': 0.08390376716852188, 'static_dwell_norm': 0.9113474488258362, 'static_change_focus': 0.08390376716852188, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.4413408041000366, 'speed_reliable_ratio': 0.9497206703910615, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,002100_002400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\002100_002400\02_f2100_2400\final_event_scorevote.txt,Normal,0.828,28.0,840.0,Normal,0.03,6.0,"{'Empty': 129.16668631136417, 'Normal': 698.333317162469, 'Congestion': 15.962498802691698}","{'density_mean': 0.4557377099990845, 'speed_mean': 12.20737361907959, 'occupancy_mean': 0.005174010060727596, 'ego_motion': 0.048692651093006134, 'static_dwell_norm': 0.9591526985168457, 'static_change_focus': 0.048692651093006134, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.4819672107696533, 'speed_reliable_ratio': 0.9442622950819672, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,002200_002500,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\002200_002500\02_f2200_2500\final_event_scorevote.txt,Normal,0.87,28.0,840.0,Normal,0.03,6.0,"{'Empty': 89.16668519377708, 'Normal': 733.070817599073, 'Congestion': 20.47499950043857}","{'density_mean': 0.43127569556236267, 'speed_mean': 10.785355567932129, 'occupancy_mean': 0.0048562404699623585, 'ego_motion': 0.08200252056121826, 'static_dwell_norm': 0.8969411849975586, 'static_change_focus': 0.08200252056121826, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.3901234865188599, 'speed_reliable_ratio': 0.945679012345679, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,002300_002600,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\002300_002600\02_f2300_2600\final_event_scorevote.txt,Normal,0.827,28.0,840.0,Normal,0.03,6.0,"{'Empty': 125.83334684371948, 'Normal': 698.3166527654976, 'Congestion': 19.81250018812716}","{'density_mean': 0.4050433039665222, 'speed_mean': 9.64120101928711, 'occupancy_mean': 0.004351138602942228, 'ego_motion': 0.11378195136785507, 'static_dwell_norm': 0.8517346382141113, 'static_change_focus': 0.11378195136785507, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.2576831579208374, 'speed_reliable_ratio': 0.9621749408983451, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,002400_002700,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\002400_002700\02_f2400_2700\final_event_scorevote.txt,Normal,0.885,28.0,840.0,Normal,0.03,6.0,"{'Empty': 71.66667766869068, 'Normal': 746.7583223432302, 'Congestion': 24.99999982304871}","{'density_mean': 0.42980828881263733, 'speed_mean': 9.543383598327637, 'occupancy_mean': 0.004857032094150782, 'ego_motion': 0.13998791575431824, 'static_dwell_norm': 0.8312904238700867, 'static_change_focus': 0.13998791575431824, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.398886799812317, 'speed_reliable_ratio': 0.9554730983302412, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,002500_002800,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\002500_002800\02_f2500_2800\final_event_scorevote.txt,Normal,0.853,28.0,840.0,Normal,0.03,6.0,"{'Empty': 97.50000700354576, 'Normal': 720.6061772252433, 'Congestion': 26.281315666157752}","{'density_mean': 0.4318030774593353, 'speed_mean': 10.141942024230957, 'occupancy_mean': 0.005072910338640213, 'ego_motion': 0.12494300305843353, 'static_dwell_norm': 0.7941412925720215, 'static_change_focus': 0.12494300305843353, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.4670658111572266, 'speed_reliable_ratio': 0.9660678642714571, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,002600_002900,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\002600_002900\02_f2600_2900\final_event_scorevote.txt,Normal,0.913,28.0,840.0,Normal,0.03,6.0,"{'Empty': 33.3333321660757, 'Normal': 767.8436837550253, 'Congestion': 40.12298409640789}","{'density_mean': 0.4932935833930969, 'speed_mean': 10.507073402404785, 'occupancy_mean': 0.00569883780553937, 'ego_motion': 0.11012125015258789, 'static_dwell_norm': 0.8155385255813599, 'static_change_focus': 0.11012125015258789, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.6482861042022705, 'speed_reliable_ratio': 0.9597615499254843, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,002700_003000,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\002700_003000\02_f2700_3000\final_event_scorevote.txt,Normal,0.872,28.0,840.0,Normal,0.03,6.0,"{'Empty': 69.16665781289339, 'Normal': 733.7859931802377, 'Congestion': 38.7098491396755}","{'density_mean': 0.5063897967338562, 'speed_mean': 10.869474411010742, 'occupancy_mean': 0.006002356298267841, 'ego_motion': 0.1136975809931755, 'static_dwell_norm': 0.8533326983451843, 'static_change_focus': 0.1136975809931755, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.7364217042922974, 'speed_reliable_ratio': 0.9568690095846646, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,002800_003100,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\002800_003100\02_f2800_3100\final_event_scorevote.txt,Normal,0.904,28.0,840.0,Normal,0.03,6.0,"{'Empty': 44.999997951090336, 'Normal': 760.7708353199996, 'Congestion': 35.354166759643704}","{'density_mean': 0.5498981475830078, 'speed_mean': 11.092116355895996, 'occupancy_mean': 0.0069693005643785, 'ego_motion': 0.11719324439764023, 'static_dwell_norm': 0.8874712586402893, 'static_change_focus': 0.11719324439764023, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.020366668701172, 'speed_reliable_ratio': 0.9470468431771895, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,002900_003200,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\002900_003200\02_f2900_3200\final_event_scorevote.txt,Normal,0.83,28.0,840.0,Normal,0.03,6.0,"{'Empty': 120.83332750946283, 'Normal': 699.0541730076075, 'Congestion': 22.349999570287764}","{'density_mean': 0.5311355590820312, 'speed_mean': 11.04601001739502, 'occupancy_mean': 0.006325069349259138, 'ego_motion': 0.0904940590262413, 'static_dwell_norm': 0.8979777693748474, 'static_change_focus': 0.0904940590262413, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.832417607307434, 'speed_reliable_ratio': 0.9532967032967034, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,003000_003300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\003000_003300\02_f3000_3300\final_event_scorevote.txt,Normal,0.729,28.0,840.0,Normal,0.03,6.0,"{'Empty': 212.50000236555934, 'Normal': 614.2249974422157, 'Congestion': 15.48750015674159}","{'density_mean': 0.4847375154495239, 'speed_mean': 10.306791305541992, 'occupancy_mean': 0.005293709225952625, 'ego_motion': 0.05725640431046486, 'static_dwell_norm': 0.9114582538604736, 'static_change_focus': 0.05725640431046486, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.5384615659713745, 'speed_reliable_ratio': 0.9560439560439561, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,003100_003400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\003100_003400\02_f3100_3400\final_event_scorevote.txt,Normal,0.571,28.0,840.0,Normal,0.03,6.0,"{'Empty': 352.50000346452, 'Normal': 481.2374965287745, 'Congestion': 9.524999954737723}","{'density_mean': 0.402046799659729, 'speed_mean': 10.075713157653809, 'occupancy_mean': 0.004473392385989428, 'ego_motion': 0.06609438359737396, 'static_dwell_norm': 0.8594076037406921, 'static_change_focus': 0.06609438359737396, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.280701756477356, 'speed_reliable_ratio': 0.9473684210526315, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,003200_003500,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\003200_003500\02_f3200_3500\final_event_scorevote.txt,Empty,0.568,28.0,840.0,Normal,0.03,6.0,"{'Empty': 478.3333423221484, 'Normal': 358.10415777843446, 'Congestion': 6.287499764584936}","{'density_mean': 0.3572743535041809, 'speed_mean': 9.049002647399902, 'occupancy_mean': 0.0037444247864186764, 'ego_motion': 0.06057072430849075, 'static_dwell_norm': 0.8330280184745789, 'static_change_focus': 0.06057072430849075, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.0773481130599976, 'speed_reliable_ratio': 0.9502762430939227, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,003300_003600,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\003300_003600\02_f3300_3600\final_event_scorevote.txt,Normal,0.549,28.0,840.0,Normal,0.03,6.0,"{'Empty': 370.00000671017915, 'Normal': 462.3874932853505, 'Congestion': 10.162499903817661}","{'density_mean': 0.4021908640861511, 'speed_mean': 10.32300853729248, 'occupancy_mean': 0.004226911347359419, 'ego_motion': 0.0713411420583725, 'static_dwell_norm': 0.8455122113227844, 'static_change_focus': 0.0713411420583725, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.2065727710723877, 'speed_reliable_ratio': 0.9436619718309859, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,003400_003700,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\003400_003700\02_f3400_3700\final_event_scorevote.txt,Normal,0.52,28.0,840.0,Normal,0.03,6.0,"{'Empty': 395.8333480358124, 'Normal': 438.37915195152164, 'Congestion': 9.299999792128801}","{'density_mean': 0.4068375825881958, 'speed_mean': 10.452760696411133, 'occupancy_mean': 0.004225232172757387, 'ego_motion': 0.07105700671672821, 'static_dwell_norm': 0.8589748740196228, 'static_change_focus': 0.07105700671672821, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.2102564573287964, 'speed_reliable_ratio': 0.9538461538461539, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,003500_003800,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\003500_003800\02_f3500_3800\final_event_scorevote.txt,Normal,0.504,28.0,840.0,Normal,0.03,6.0,"{'Empty': 410.0000137090683, 'Normal': 425.3749870415777, 'Congestion': 8.374999724328518}","{'density_mean': 0.3898809850215912, 'speed_mean': 10.352113723754883, 'occupancy_mean': 0.0040490031242370605, 'ego_motion': 0.06307921558618546, 'static_dwell_norm': 0.8906970620155334, 'static_change_focus': 0.06307921558618546, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.1383928060531616, 'speed_reliable_ratio': 0.9419642857142857, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,003600_003900,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\003600_003900\02_f3600_3900\final_event_scorevote.txt,Normal,0.667,28.0,840.0,Normal,0.03,6.0,"{'Empty': 262.5000115856528, 'Normal': 562.4224886447191, 'Congestion': 18.340000276453793}","{'density_mean': 0.4263351559638977, 'speed_mean': 11.059972763061523, 'occupancy_mean': 0.0049007912166416645, 'ego_motion': 0.08803986757993698, 'static_dwell_norm': 0.8580220937728882, 'static_change_focus': 0.08803986757993698, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.411602258682251, 'speed_reliable_ratio': 0.9558011049723757, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,003700_004000,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\003700_004000\02_f3700_4000\final_event_scorevote.txt,Normal,0.82,28.0,840.0,Normal,0.03,6.0,"{'Empty': 128.33332920446992, 'Normal': 690.0266714729369, 'Congestion': 23.3150000651367}","{'density_mean': 0.41900646686553955, 'speed_mean': 11.32235336303711, 'occupancy_mean': 0.004707131534814835, 'ego_motion': 0.10040125995874405, 'static_dwell_norm': 0.8367854356765747, 'static_change_focus': 0.10040125995874405, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.3412526845932007, 'speed_reliable_ratio': 0.9460043196544277, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,003800_004100,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\003800_004100\02_f3800_4100\final_event_scorevote.txt,Normal,0.882,28.0,840.0,Normal,0.03,6.0,"{'Empty': 70.83333034068346, 'Normal': 743.4160019000992, 'Congestion': 28.945592729374766}","{'density_mean': 0.44866669178009033, 'speed_mean': 10.675812721252441, 'occupancy_mean': 0.005149501841515303, 'ego_motion': 0.12183073908090591, 'static_dwell_norm': 0.8646475076675415, 'static_change_focus': 0.12183073908090591, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.4639999866485596, 'speed_reliable_ratio': 0.934, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,003900_004200,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\003900_004200\02_f3900_4200\final_event_scorevote.txt,Normal,0.734,28.0,840.0,Normal,0.03,6.0,"{'Empty': 206.66666900739074, 'Normal': 619.4351628767326, 'Congestion': 17.75559300603345}","{'density_mean': 0.4305119514465332, 'speed_mean': 10.259631156921387, 'occupancy_mean': 0.00461367005482316, 'ego_motion': 0.10708539932966232, 'static_dwell_norm': 0.8529900908470154, 'static_change_focus': 0.10708539932966232, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.2915360927581787, 'speed_reliable_ratio': 0.9278996865203761, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,004000_004300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\004000_004300\02_f4000_4300\final_event_scorevote.txt,Empty,0.533,28.0,840.0,Normal,0.03,6.0,"{'Empty': 450.0000098720193, 'Normal': 382.7893217811361, 'Congestion': 11.01809312403202}","{'density_mean': 0.3843843638896942, 'speed_mean': 8.677372932434082, 'occupancy_mean': 0.0041752709075808525, 'ego_motion': 0.0966712236404419, 'static_dwell_norm': 0.7968484163284302, 'static_change_focus': 0.0966712236404419, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.175675630569458, 'speed_reliable_ratio': 0.9324324324324325, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,004100_004400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\004100_004400\02_f4100_4400\final_event_scorevote.txt,Empty,0.836,28.0,840.0,Normal,0.03,6.0,"{'Empty': 703.3333393931389, 'Normal': 135.44166065752506, 'Congestion': 2.3749998584389687}","{'density_mean': 0.34761908650398254, 'speed_mean': 10.316507339477539, 'occupancy_mean': 0.0036544851027429104, 'ego_motion': 0.07660867273807526, 'static_dwell_norm': 0.8195996284484863, 'static_change_focus': 0.07660867273807526, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.0428571701049805, 'speed_reliable_ratio': 0.9571428571428572, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,004200_004500,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\004200_004500\02_f4200_4500\final_event_scorevote.txt,Empty,0.968,28.0,840.0,Normal,0.03,6.0,"{'Empty': 813.3333336189389, 'Normal': 26.666666381061077, 'Congestion': 0.39999999571591616}","{'density_mean': 0.3333333134651184, 'speed_mean': 11.011240005493164, 'occupancy_mean': 0.003599114017561078, 'ego_motion': 0.06614986807107925, 'static_dwell_norm': 0.8799446225166321, 'static_change_focus': 0.06614986807107925, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.0, 'speed_reliable_ratio': 0.9166666666666666, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
02,004300_004600,D:\연구실\new_hitmap_ver\src\out_bev_ranges\02\004300_004600\02_f4300_4600\final_event_scorevote.txt,Empty,0.875,28.0,840.0,Normal,0.03,6.0,"{'Empty': 735.0000004516914, 'Normal': 103.09999951627105, 'Congestion': 2.125000025262125}","{'density_mean': 0.3958333134651184, 'speed_mean': 12.787995338439941, 'occupancy_mean': 0.003997093066573143, 'ego_motion': 0.07764440774917603, 'static_dwell_norm': 0.840823233127594, 'static_change_focus': 0.07764440774917603, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.171875, 'speed_reliable_ratio': 0.96875, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
